index,tweet,id,topic,lang,argumentative,evidence,claim,procon,arg_type,evidence_type
217,"maybe mcd had like food poisoning, it was a sign for you not to eat it. stay positive am I right?!",1.50304133956642e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
65,🪄 if you’re going out to eat tonight do not get steak it’ll make you sick,1.503056449156567e+18,Sustainable diets are healty,en,1,0.0,1.0,1.0,implicit,
279,<MENTION> since both groups uses ads so i divert the topic to kcharts since its more organic than yt views🤷‍♀️🤷‍♀️,1.503029301352231e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
272,"<MENTION> Any kind of protein (meat, fish or something plant-based like lentils), a leafy green &amp; rice.",1.5026406560234947e+18,Sustainable diets are healty,en,1,0.0,1.0,-1.0,implicit,
114,"Carbohydrates are classified into simple and complex sugars.Our normal table sugar, sweets,icecream, cake icing are simple sugars with a very high glycemic index. 
Legumes(beans),yam,and grains are complex sugars.",1.502599099031462e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
277,<MENTION> <MENTION> <MENTION> As per organic compound or what??😭😭,1.5030268636351078e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
74,"You can shove singles down people's throat forcefully, hoping that it sticks &amp; convert to an ""inorganic hit"". Concerts are a diff game altogether, ppl will come only if they are interested,can't force them like you force a song. JB can get a hit &amp; sold out tours. Organic King. 😁",1.5030074381232005e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,expert
53,"High Protein Diet does not harm your kidneys.

Infact you were made to consume higher protein and fats than carbs.

Eat more meat, eggs, seafoods

Eat legumes, add Nutritional yeast to your diets

Avoid protein shakes.",1.5012856137141699e+18,Sustainable diets are healty,en,1,1.0,1.0,-1.0,implicit,expert
84,"<MENTION> Eat whole foods. 
Remove processed food
Remove seed oils, vegetable oils
Remove sugar
Remove bread, pasta, rice (grains) 
Eat organic if you can afford it
Fast",1.5025379416329667e+18,Sustainable diets are healty,en,1,0.0,1.0,0.0,implicit,
172,"<MENTION> It does, as long as you get something with tofu/soy. The ramen I got has miso soup which is made from soy and the others are made from tofu. Anything with tofu/soy is full of plant based estrogen. It's not as good as HRT of course but it helps to increase levels overtime.",1.5028143073183908e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
214,"<MENTION> Heart-healthy diets are foods that are rich in nutrients which helps and manages the healthy functioning of the heart. They are mainly plant-based foods such as vegetables, fruits, nuts, whole grains, seeds and legumes.",1.5011713535709184e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
52,"Concentrate on staples, dry goods, flours, grains, rice/legumes (together form a complete protein), baking needs, animal feeds. Store in plastic buckets/lidded trash cans. Next onto canned goods/meats/tuna/etc. SEEDS/garden supplies. Medicines. As time/$ allow spices, coffee, tea",1.5001139720239923e+18,Sustainable diets are healty,en,1,0.0,1.0,0.0,implicit,
181,"Pitta pacifying diet includes eliminating spicy, overly salty, oily foods. Increase green, leafy vegetables, whole grains and rice, and cooling spices like mint, fennel, coriander. Buttermilk after lunch is good too with a little ginger, cardamom.",1.500873608352174e+18,Sustainable diets are healty,en,1,0.0,1.0,1.0,implicit,
5,"<MENTION> green tea to start, diet coke, rockstar then pre workout is my recepie",1.5021396906145096e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
29,<MENTION> what’s the recipe of the ramen you made tonight?? It looks really good and I want to make it with my partner :),1.5028755142975324e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
62,<MENTION> Consumption of processed carbs sweets trans fats ..vs healthy daals legumes beans veggies and it's production availability palatability vs average Metabolic syndrome obesity diabetes ?,1.5011544157385196e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
122,"<MENTION> Minestrone, crab chowder, vegetable beef and of course, the ubiquitous tomato soup.",1.5028488375090708e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
185,"<MENTION> you're all fucking shit
Everyone who is paid by the club isn't doing a good job, from the players, right down to the twitter admin, it's a joke, club needs sorting out but we've been saying that all year so what's the magic recipe to kick all these cunts up the arse",1.5030311244607242e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
202,<MENTION> My favourite food is vegetable Biryani,1.5028732827053875e+18,Sustainable diets are healty,en,1,0.0,1.0,0.0,implicit,
0,"<MENTION> When I was growing up I always felt like I wasn’t getting enough food not sure why, my mother only made enough for each person too have one serving but now I have an abundance of food I eat healthy and never put limits on what I can eat.",1.501224462418514e+18,Sustainable diets are healty,en,0,0.0,0.0,-1.0,,
93,"<MENTION> <MENTION> I have gone through a 6 month course in holistic health.

Stop counting carbs.

Just avoid preservatives and processed sugars.

Snack healthy. Fruits, nuts, 85% dark chocolate, any nut butter, whole grain cereals, buckwheat pancakes, tons of green veggies &amp; Gujarati food.",1.502914477347418e+18,Sustainable diets are healty,en,1,0.0,1.0,1.0,implicit,
210,<MENTION> Fruit/vegetable use like summer squash.,1.5029657896825037e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
200,"<MENTION> This is Filipino dish called Sinigang. Its basically pork, beef or fish stew with tamarind. My favorite dish of all time",1.5030238556311716e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
146,"<MENTION> yuki ten are kissing there was meat to be a kumon ,/////////3 i love kuimopdfskdnfknagkldsngknfgfjgafdg I LOVE YOUR ART SO MUCH IM GOING TO CRY AND SHRIVEL AT UR FEET",1.5030485782849946e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
161,<MENTION> You need to eat a diet high in dark green leafy greens and colorful vegetables. Lean proteins. Lots of water with 🍋. A good electrolyte powder. Read the labels of all prepared foods &amp; avoid high fructose corn syrup and food dyes. They sneak that stuff into everything even bread!,1.502024174134567e+18,Sustainable diets are healty,en,1,0.0,1.0,0.0,implicit,
111,"Making a big batch of Mujadarrah (lentils, rice, fried onions) and the onions browning in olive oil is making the house smell delectable.",1.5027595001677128e+18,Sustainable diets are healty,en,1,0.0,1.0,0.0,implicit,
192,"2. Prioritizing nutritious food 🍎🥬

Fruits, veggies, lean meats, whole grains and other high quality foods are going to keep you the most full

Which will help minimize the normal hunger that comes with reducing your calorie intake",1.5030408250890035e+18,Sustainable diets are healty,en,1,1.0,1.0,1.0,explicit,anecdotal
165,I need a plant based chef,1.502760596613202e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
221,<MENTION> She follows a mostly plant based dairy free diet.,1.5024907309499228e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
270,"<MENTION> Grape, whole grains, proteins and any fruit that is more sweet than sour (bananas, peach, forest fruits)",1.501931876998533e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
205,<MENTION> Nothing wrong with being a vegetable,1.5030424237353984e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
124,"<MENTION> <MENTION> Mind diet is fish, green veg, oil, berries, and a glass of wine a day. Not allowed red meat, fried food, sweets/cakes/pastries, butter and marg, cheese.",1.5012724963513713e+18,Sustainable diets are healty,en,1,0.0,1.0,1.0,implicit,
44,<MENTION> Almost zero plastic is recycled anywhere. Maybe the greatest thing we can do from home is buy as little plastic as possible. Multiple-use plastic is far better than single-use but should still be avoided. We try only to buy glass jars instead. Buy bulk and meat wrapped in paper.,1.5030685078559375e+18,Sustainable diets are healty,en,1,0.0,0.0,0.0,unrelated,
255,"Overheard at my local organic food mart.
A: ""Russia invaded Ukraine.""
B: ""I know, but they have an app for that.""
Still scratching my head.",1.5030361204220436e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
207,<MENTION> Even vegetable to see #100 don dey scarce  😂😂😂😂,1.5029129311551365e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
103,"<MENTION> <MENTION> I've had great success with the standard whole food, plant based diet. Imp to both eliminate/restrict inflammatory foods and increasing fruits, legumes, veggies and grains.  Low sugar, salt and oil.  Lots of specific foods like mushrooms are particularly good for the brain.",1.503008462107648e+18,Sustainable diets are healty,en,1,1.0,1.0,1.0,explicit,anecdotal
213,"<MENTION> <MENTION> I used both frozen turkey and chicken because I wanted both taste in the sauce..
Ingredients 
1: Mushroom( if you are in uk, you can get already sliced mushroom at Lidl)
2: Carrots
3: sweet corn
4: Red, yellow and green sweet peppers ( hives the food the best aroma)",1.501939438074536e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
258,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> You have no fucking point. Veganism is about doing one's best when possible to do so. In a survival situation, it is not non-vegan to kill and eat an animal. DIG?!",1.5020125883470356e+18,Sustainable diets are healty,en,1,0.0,0.0,0.0,unrelated,
156,"<MENTION> ORGANIC GHOSTS..

<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION>",1.5030064214868337e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
269,want to pull a winona at whole foods bc why not,1.5025359781450506e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
271,"<MENTION> <MENTION> 
#ShareYourHealthSecret
Carbohydrate found in whole grains,fruits &amp; vegetables.Fat found in dairy products &amp; nuts .Protein found from fish,eggs,chicken.The whole meal contains Vitamin A,B,C,D,E,K &amp; some nutrients. 

<MENTION> 
<MENTION> 
<MENTION>",1.5019788713566044e+18,Sustainable diets are healty,en,1,0.0,1.0,0.0,implicit,
191,"<MENTION> <MENTION> 1. (Almost) no sugar
2. No seed oil, only fruit oils like coconut, avocado, olive oil OR animal fat, butter, lard etc.
3. (Almost) no refined carbs. 
Eat whole foods, liver, meat,",1.5024314803282944e+18,Sustainable diets are healty,en,1,0.0,1.0,-1.0,implicit,
153,"<MENTION> You can achieve that only focusing on food, however sport will help a bit, but not so much.

Focus on your calorie intake. Cut it by 10-20% of your norm (more &gt; faster weight loss &gt; less healthy &gt; more probability to return after). Eat a healthy amount of protein. Sleep well.",1.501458373979607e+18,Sustainable diets are healty,en,1,0.0,0.0,0.0,unrelated,
43,"<MENTION> Simulation
Emergency departments
Board games
Judaism
Vegetable/herb gardening
Knowledge management
Planning
Risk assessment 
Parenting
Preemies
Sci fi / dystopian / multiverse fiction
Dog training
Personal development
Harm reduction
Language
Veganism
general nerdery and geekery",1.5024806862756004e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
227,"<MENTION> First Beat your meat, then start planning on an Empty tank with Post Nut Clarity",1.5030628131698278e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
164,"sw. probably like 45.9kg
end gw. ~43kg or less

small amounts of sweets and dairy
eat healthy foods (whole food, no junk/fast foods, etc)
4litre of water a day
workout everyday

if you  [need]  to, eat a little over limit to prevent binge. but work excess  [all]  off!",1.5025010546211348e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
123,"<MENTION> Off hunger and help burn fat. I do a bulletproof coffee most mornings. That won't spike blood sugar. You can google that. 

3. Nutrient/calorie dense foods. Avocados, olive oil, nuts (except peanuts/cashews), sauerkraut/kimchee for gut bugs, lots of greens and deep colored vegs",1.503046546761425e+18,Sustainable diets are healty,en,1,0.0,1.0,1.0,implicit,
90,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> You wrote stuff about vegans having cheat days as well. So you also make assumptions, but cheat days could only be part of a plant based diet for health etc., but not a vegan lifestyle for the animals, since you don't cheat on your values. And a vegetarian eating 100% pb is rare",1.5025255762713027e+18,Sustainable diets are healty,en,1,0.0,1.0,0.0,implicit,
247,<MENTION> LMFAO tho interesting fact is my backyard has every vegetable and fruit you can find at a grocery store and herbs too!! And I usually use the food from my garden to make my meals LOL but ill be glad to make your meals everyday very wholesome uwu ✨,1.500984600973103e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
101,"<MENTION> <MENTION> You don't need to supplement with B12/iron unless low. It's a myth even some vegans promote. Iron: red kidney beans, leafy greens. B12: nori seaweed (sushi), nutritional yeast, Marmite. Loads of mock meats are fortified. Lysine: nuts, seeds, legumes.",1.5014239420574802e+18,Sustainable diets are healty,en,1,1.0,1.0,1.0,implicit,expert
131,"How to be more attractive in 10 days:

- Eat real, unprocessed whole foods
- Let go of perfectionism
- 2L of water daily
- Take cold showers
- Take vitamin C",1.502665989791568e+18,Sustainable diets are healty,en,1,0.0,1.0,0.0,implicit,
91,"<MENTION> Coffee made using plant based milk like almond milk, coconut milk, cashew milk, etc",1.5029227567315067e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
264,Poverty will make you think you have to finish the whole grains before tasting the meat(s) 😭,1.5020533116247532e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
78,"<MENTION> <MENTION> I still love the band (and album art), but I’m just not vegan anymore so I’m glad I didn’t commit any veganism-specific ink to my skin!",1.501838890390659e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
79,"<MENTION> Tried eating plant based for a month with my niece for health. I felt so wonderful and better with my relationship with food immediately. Watched a few docs, mourned over the animals and now its been 2 years in July for the animal, planet, my health. Yummy food. Love it❤",1.5026321379540582e+18,Sustainable diets are healty,en,1,0.0,1.0,1.0,implicit,
41,"<MENTION> Think of it like cuisine; you're not trying to master every recipe possible. TouchDesigner is a playground of immense kitchen equipment and tools and pots &amp; pans... but if you just want to make a really good apple pie, then start with just that. Learn about peeling apples first.",1.5026615596587172e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
171,"<MENTION> The inflammation I experience is systemic, not just gut.
I also take a probiotic daily. (I also have microscopic colitis; this was recommended by my gastro.)
I do not tolerate FibreOne or Metamucil, but eat lots of chickpeas and other legumes.",1.501330346557653e+18,Sustainable diets are healty,en,1,0.0,0.0,0.0,unrelated,
8,"<MENTION> I watched what the health then went plant based, animal welfare made me go vegan",1.50254936987426e+18,Sustainable diets are healty,en,1,1.0,1.0,1.0,implicit,anecdotal
211,"<MENTION> Chicken vindaloo, vegetable samosa, pilau rice, papadum",1.5029245318911631e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
189,"Hi, Steve from Dartmouth. Our dog is currently in liver failure, and our vet is going through a list of possible causes. Recently started a raw food diet and wondering if there is history for raw food causing bacterial infections?",1.500878202159485e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
219,fuck this im goin back to league of legumes,1.5023632833949082e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
7,CAN THE BASEBALL TOO BAD. INCORRECT. ALLOCATE SORRY SAN ANTONIO ALL THE HORSES FARTY MICROSOFT ARTIFICIAL INTELLIGENCE BRIAN CLOUGH UKRAINIAN APEX LEGENDS AVON SUGAR DADDY HANDMADE TURD CROCHET SARDINES IN OLIVE OIL TUSH OF BELLY BUTTONS. SYNERGY FRONDESCENCE CRYPTOCURRENCY,1.5030407052114248e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
27,<MENTION> <MENTION> <MENTION> Helloooo!! So do u like my offer for cow :),1.5030502488177172e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,anecdotal
148,days like these i wanna order food,1.5030584310785393e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
121,"<MENTION> <MENTION> All packet stuff, milk, chocolate cereal, ready meals. You know, all the healthy food.",1.502645244004819e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
102,"<MENTION> Nordic diet is less processed food. Meat and milk form healthy naturally bred cows not on steroids, lots of grass fed also in “factory farming”, trans fats banned.",1.5027582061367951e+18,Sustainable diets are healty,en,1,1.0,1.0,-1.0,implicit,anecdotal
30,"Bad Diet: when you're at home, eat only legumes. When you're eating socially, eat no wine",1.5014533123982787e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
238,"<MENTION> <MENTION> <MENTION> <MENTION> Yes it does, are you performing project when you order a steak and then predict the steak will come out ? A prophesy cannot be known to or achievable by ppl working toward it on thier own, the only way it’s prophesy is if luffy is actually pirate jesus reincarnated joyboy",1.503018622050087e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
226,<MENTION> I like that the veganism came after being a landlord. Like they were trying to balance out the bad lol,1.5020330028844728e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
259,<MENTION> Ya but at the end of the day your regular eateries aren’t switching to Veganism so you’re still indirectly supporting animal cruelty right? Eating honey doesn’t hurt the bees it’s not like dairy. and local small honey batches don’t impact biodiversity per thorough research,1.502012551198122e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
140,"<MENTION> <MENTION> It's like a baseline. You season EVERYTHING with salt and pepper and then add more shit depending on what you're cooking. I put salt and pepper on chicken, steak, pasta, rice, mac and cheese, mashed potatoes, veggies, just about everything",1.5030451624019927e+18,Sustainable diets are healty,en,1,0.0,0.0,0.0,unrelated,
59,Good morning! I followed a bit more ppl back but I'm now on a short follow limit😂 but holy cow we already passed 300 during the night thanku and hi new moots 🥰☺️💜💜💜💜,1.5030579391873106e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
36,<MENTION> thinking back on a recipe he read just the other day in good housekeeping and wondering if he can do a twist on it with what he's already got in the fridge,1.5026745795248292e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,anecdotal
26,<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> render,1.503032959242285e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
12,"<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> I knew you could. 

#DanceMonkeyDance",1.5030489714676e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
260,"<MENTION> Nuts, fresh veggies, whole grains.  Wegmans, Mejiers, Whole Foods, Trader Joes, Walmart Super Stores, believe it or not. Organics preferred. The *good* stuff.

Multi-mineral, Multi-vitamin tablets.

Exercise. Chew everything *well*. Lots of water.

Results guaranteed.",1.5007441873393295e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
273,"<MENTION> Supplements: 

Gold C Vitamin C
Biotin 10000mcg
Kirkland fish oil
Aishi tokyo - this is vit c with gluta

And a lot of water + whole foods lately. Also trying to avoid sodium and fast food",1.5025995159747953e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
15,"<MENTION> <MENTION> Instant connection with family breakfast in Bogotá. Pair with a hot frothy mug of chocolate, hard to beat. The recipe is really good, thanks for posting.",1.5026260364790129e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
125,<MENTION> They fruit better and they bogo deals go in,1.503050677865562e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
2,<MENTION> Where can I get this Vegetable bro <MENTION>,1.5030540686123172e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
193,Fruit in the morning is always good and sweet,1.5030480274638397e+18,Sustainable diets are healty,en,1,0.0,1.0,0.0,implicit,
198,man when people bored tweet on here they sound so raunch. Time to get a life people. time to get a life.#music #trending #art #radio #news #twitch #news #business #food #livestream #healthy #housemusic  #fashion #magazine #racing #cars #anime #rap #Hiphop #facts,1.502999173754499e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
235,update for everyone: changing my favorite food from green beans to cucumber,1.5017553617658593e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
96,<MENTION> Dude doesn’t even like his steak well done he likes it congratulations,1.5030462145389036e+18,Sustainable diets are healty,en,1,0.0,1.0,-1.0,implicit,
24,"Contains anti-inflammatory properties.
Support Skin and Hair Health.
Support Joint Health.
Support the health of your heart.
Support Blood Sugar Levels.
Are completely safe with no side-effects.
Are completely plant-based and vegetarian friendly.",1.5025100385979146e+18,Sustainable diets are healty,en,1,0.0,0.0,0.0,unrelated,
6,<MENTION> Also rub them with olive oil.,1.5030283172676772e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
216,"All my friend does is talk about food, she finally let me see her birth chart and she has NO TAURUS placements. I’m so damn confused. Bamboozled! Hoodwinked!! Like huh ?? 😭",1.5030415052038267e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
54,"chance of
becoming obese, or developing
diabetes or high blood pressure
– all factors that can trigger
a heart attack. Instead of eating
processed meats, diary food
and other refined foods that clog
your arteries with fat,
switch to a plant based diet.",1.5025658684416778e+18,Sustainable diets are healty,en,1,1.0,1.0,1.0,implicit,expert
162,"<MENTION> <MENTION> Some on regular rotation...

Pasta gulagia which is just a simple olive oil and tomato dish.

Cauliflower pasta.

Shrimp pasta.

Breaded pork chops and mashed potatoes.

Chicken soup.

Cubed pan fried chicken and broccoli.

Chicken cutlets and kale.

Those off the top of my head.",1.5027735700359864e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
236,"Dinner tonight, collard green zucchini brussel sprouts baked with olive oil lemon and lime and a pork roast.",1.5027479431782236e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
77,"Heya, Miriam! You really look like you need sweet potatoes with a baked potatoes and a side of melodic topinambur covered in plant-based spit from Ohio",1.5026250055693967e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,expert
115,"Here's a delicious lunch, fettuccine with broccoli, that takes 5 minutes to make. Make sure to use a super high quality extra virgin olive oil from Greece or Sicily. This is the type of stuff I make when I only have 15 mins 2 eat. Short staffed today. Gotta scarf N go.",1.502728706678268e+18,Sustainable diets are healty,en,1,0.0,1.0,1.0,implicit,
126,"<MENTION> <MENTION> I am NOT a plant based eater, but Im sure I'd body that plate tho.",1.5027109802743726e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
45,"<MENTION> listen. 
apples are a better fruit to eat.
BUT
orange juice is superior to apple juice",1.5030609842603008e+18,Sustainable diets are healty,en,1,0.0,0.0,0.0,unrelated,
120,"<MENTION> <MENTION> Yes but what does butter offer that others foods don't?

High in cholesterol.
Unhealthy fats.
Beta-Carotene can be found in yellow, orange, and green leafy fruits.
All the vitamins can be taken with a Multivitamin or already in your diet.",1.50183225867998e+18,Sustainable diets are healty,en,1,0.0,1.0,0.0,implicit,
275,"<MENTION> What's this from?
Fruit basket??",1.503037427178705e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
222,Attention anyone that is suffering from long-haul Covid. It seem that inflammation is the culprit. A whole foods plant based diet will eliminate inflammation in your body. Eating animals causes inflammation. Plants have anti- inflammatory properties.🌱🌍,1.5026188635188634e+18,Sustainable diets are healty,en,1,1.0,1.0,1.0,implicit,anecdotal
169,meat-creature! please consume naturally occurring atmospheric gases. thank you hu-man.,1.5030607257485353e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
49,<MENTION> Okay so I need an ice cup &amp; a steak,1.5030311329458872e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
69,"I hate green pepper! I won't forgive you if you put it in my food, Satsuki!",1.5021543695168594e+18,Sustainable diets are healty,en,1,0.0,1.0,-1.0,implicit,
10,"I had only texted this man for 3 days, and he started sending me his t-shirt, pants AND shoe size’s .. Nigga, you couldn’t get a 35¢ pack of “Juicy Fruit” from me, is you crazy? That shit was hella random too, like he just KNEW I would cop him something?? LMAO. 🤣💀",1.5030638190814577e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
166,Bruh they put kiosks in Steak ‘n Shake now???,1.503024641941594e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
33,"1. Ditch ultra-processed food.

These are the heavily-advertised factory foods that come in boxes and bags and are sold in the middle aisles of your supermarket.

Main ingredients are sugar, seed oils, and refined grains. Avoid them.

Eat real whole foods",1.5029907771100815e+18,Sustainable diets are healty,en,1,1.0,1.0,1.0,implicit,anecdotal
119,<MENTION> Aye them mfs EAT 🥴 we had one and I feel like food was too damn expensive,1.5030247044074496e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
72,"<MENTION> peanuts, tree nuts, and legumes (peas, chickpeas, beans, lentils, etc.)",1.5025051681679647e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
19,<MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> <MENTION> I did not confirm nor deny who I am. Because this thread has eyes.,1.5030404691518464e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,anecdotal
132,"<MENTION> <MENTION> AND food, water, medicine, 1st aid supplies, pet food, salt, vinegar, alchohol.

A lot of people think putting away food means cans, but that expires.

Dehydrated, freeze dried. Lasts for years.

Beans, lentils, legumes, rice, dry pasta, dry fruit/veg, nuts, quinoa, sugar, flour.",1.500539192484393e+18,Sustainable diets are healty,en,1,0.0,0.0,0.0,unrelated,
278,Y’all not organic or original with the post,1.5030280209316127e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
263,"<MENTION> This one is called ‘bhabhraa’. Bachka is a single-vegetable, single-slice thing (usually if brinjal, kaddu, and potato).",1.5028615878031114e+18,Sustainable diets are healty,en,lacks context,0.0,0.0,0.0,,
233,"<MENTION> <MENTION> <MENTION> High levels of phytic acid which is anti nutirent,the whole grains cause inflammation and arterial plaque,whole grains contain many toxins including arsenic",1.502066997210792e+18,Sustainable diets are healty,en,1,1.0,1.0,-1.0,implicit,anecdotal
229,"<MENTION> <MENTION> Gambling over Boar Goat (The King of Meat) 🤣🤣🤣.

Na to just dey look ooo...",1.5030628085226373e+18,Sustainable diets are healty,en,0,0.0,0.0,0.0,,
64,"Nutrition - Iron

Function:

- Needed for red blood cells. 
- Required for normal metabolism. 
- Needed for immune system. 

Sources:

- Meat. 
- Liver. 
- Bean. 
- Nuts. 
- Dried Fruits. 
- Whole Grains. 
- Dark Green Leafy Vegetables.",1.5019007704086077e+18,Sustainable diets are healty,en,1,1.0,1.0,1.0,implicit,expert
14,"<MENTION> I switch up proteins, veg, &amp; starches daily. Beef, pork, chicken, fish, breads, rice, noodles, corn. The potential combinations are endless &amp; my only rule is ""Never the same protein or starch 2 days in a row."" Legumes are used often &amp; don't count as a primary protein. Meat eaters",1.5016548386852987e+18,Sustainable diets are healty,en,1,1.0,1.0,-1.0,implicit,anecdotal
